"","...1","category","name","reviewer","review","date","ratings"
"452",452,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Vic","My partner loves them.","Reviewed in the United Kingdom on 16 February 2024","5.0 out of 5 stars"
"453",453,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","ValP","Decent socks for the price. I wanted them for my work boots and they're just the job. Would recommend these and would buy them again.","Reviewed in the United Kingdom on 5 February 2022","3.0 out of 5 stars"
"454",454,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Alan Cooke","Seem strong but nit as comfy as I like my socks to be.  Cuffs are heavy and tight which makes them uncomfortable and itchy after a few hours wear.","Reviewed in the United Kingdom on 21 January 2024","5.0 out of 5 stars"
"455",455,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Turbochick73","I work for 12 hours on my feet in tactical boots.  They're comfy from the start of the shift through to the finish.  I've just placed another order.","Reviewed in the United Kingdom on 30 January 2023","5.0 out of 5 stars"
"456",456,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Maisie","Really pleased with quality","Reviewed in the United Kingdom on 8 November 2021","5.0 out of 5 stars"
"457",457,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Turfy","But I gave it 3 * for good elasticity and reasonable price.","Reviewed in the United Kingdom on 17 November 2021","4.0 out of 5 stars"
"458",458,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Shahla D.","these are not ladies socks ,they are gents and i wouldn,t wear them","Reviewed in the United Kingdom on 25 April 2023","5.0 out of 5 stars"
"459",459,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Vic","The top of these socks is a smidge too tight for long term comfort (OK if you only wearing them for an hour or two). I'm not skinny-thin - but I kind of have regular sized ankles and size 4 feet. The length of the foot is slightly too long for me - but that's fine (most socks are too long) but i don't usually have issues with over tight tops.They are nice and soft though and have washed nicely.Update 17-11-2021 - a def con is how much black fluff they shed. If i go upstairs i leave fluff all over the biscuit coloured carpet. And, by bed time, all my toes have fluff between them. Downgraded to 2 stars, I'm afraid.","Reviewed in the United Kingdom on 16 February 2024","5.0 out of 5 stars"
"460",460,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Amazon Customer","Sizes way bigger than advertised. Received size 8-10, not 6-10. Do not fit my size 6 feet so I am returning.Could not exchange for a different size.","Reviewed in the United Kingdom on 26 August 2020","3.0 out of 5 stars"
"461",461,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","ValP","These are lovely socks, a good fit and very comfortable. They are nice and soft and are a good length both in the foot and up the leg. Good elastication and they wash up well too. Well worth the money and I will definitely buy them again.","Reviewed in the United Kingdom on 5 February 2022","4.5 out of 5 stars"
"462",462,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Vic","My partner loves them.","Reviewed in the United Kingdom on 16 February 2024","5.0 out of 5 stars"
"463",463,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","ValP","Decent socks for the price. I wanted them for my work boots and they're just the job. Would recommend these and would buy them again.","Reviewed in the United Kingdom on 5 February 2022","3.0 out of 5 stars"
"464",464,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Alan Cooke","Seem strong but nit as comfy as I like my socks to be.  Cuffs are heavy and tight which makes them uncomfortable and itchy after a few hours wear.","Reviewed in the United Kingdom on 21 January 2024","5.0 out of 5 stars"
"465",465,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Turbochick73","I work for 12 hours on my feet in tactical boots.  They're comfy from the start of the shift through to the finish.  I've just placed another order.","Reviewed in the United Kingdom on 30 January 2023","5.0 out of 5 stars"
"466",466,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Maisie","Really pleased with quality","Reviewed in the United Kingdom on 8 November 2021","5.0 out of 5 stars"
"467",467,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Turfy","But I gave it 3 * for good elasticity and reasonable price.","Reviewed in the United Kingdom on 17 November 2021","4.0 out of 5 stars"
"468",468,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Shahla D.","these are not ladies socks ,they are gents and i wouldn,t wear them","Reviewed in the United Kingdom on 25 April 2023","5.0 out of 5 stars"
"469",469,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Vic","The top of these socks is a smidge too tight for long term comfort (OK if you only wearing them for an hour or two). I'm not skinny-thin - but I kind of have regular sized ankles and size 4 feet. The length of the foot is slightly too long for me - but that's fine (most socks are too long) but i don't usually have issues with over tight tops.They are nice and soft though and have washed nicely.Update 17-11-2021 - a def con is how much black fluff they shed. If i go upstairs i leave fluff all over the biscuit coloured carpet. And, by bed time, all my toes have fluff between them. Downgraded to 2 stars, I'm afraid.","Reviewed in the United Kingdom on 16 February 2024","5.0 out of 5 stars"
"470",470,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Amazon Customer","Sizes way bigger than advertised. Received size 8-10, not 6-10. Do not fit my size 6 feet so I am returning.Could not exchange for a different size.","Reviewed in the United Kingdom on 26 August 2020","3.0 out of 5 stars"
"471",471,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","ValP","These are lovely socks, a good fit and very comfortable. They are nice and soft and are a good length both in the foot and up the leg. Good elastication and they wash up well too. Well worth the money and I will definitely buy them again.","Reviewed in the United Kingdom on 5 February 2022","4.5 out of 5 stars"
"472",472,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Vic","My partner loves them.","Reviewed in the United Kingdom on 16 February 2024","5.0 out of 5 stars"
"473",473,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","ValP","Decent socks for the price. I wanted them for my work boots and they're just the job. Would recommend these and would buy them again.","Reviewed in the United Kingdom on 5 February 2022","3.0 out of 5 stars"
"474",474,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Alan Cooke","Seem strong but nit as comfy as I like my socks to be.  Cuffs are heavy and tight which makes them uncomfortable and itchy after a few hours wear.","Reviewed in the United Kingdom on 21 January 2024","5.0 out of 5 stars"
"475",475,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Turbochick73","I work for 12 hours on my feet in tactical boots.  They're comfy from the start of the shift through to the finish.  I've just placed another order.","Reviewed in the United Kingdom on 30 January 2023","5.0 out of 5 stars"
"476",476,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Maisie","Really pleased with quality","Reviewed in the United Kingdom on 8 November 2021","5.0 out of 5 stars"
"477",477,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Turfy","But I gave it 3 * for good elasticity and reasonable price.","Reviewed in the United Kingdom on 17 November 2021","4.0 out of 5 stars"
"478",478,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Shahla D.","these are not ladies socks ,they are gents and i wouldn,t wear them","Reviewed in the United Kingdom on 25 April 2023","5.0 out of 5 stars"
"479",479,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Vic","The top of these socks is a smidge too tight for long term comfort (OK if you only wearing them for an hour or two). I'm not skinny-thin - but I kind of have regular sized ankles and size 4 feet. The length of the foot is slightly too long for me - but that's fine (most socks are too long) but i don't usually have issues with over tight tops.They are nice and soft though and have washed nicely.Update 17-11-2021 - a def con is how much black fluff they shed. If i go upstairs i leave fluff all over the biscuit coloured carpet. And, by bed time, all my toes have fluff between them. Downgraded to 2 stars, I'm afraid.","Reviewed in the United Kingdom on 16 February 2024","5.0 out of 5 stars"
"480",480,"Socks","Amazon Essentials Women's Cotton Lightly Cushioned Crew Socks, 10 Pairs, Black, 4-7","Amazon Customer","Sizes way bigger than advertised. Received size 8-10, not 6-10. Do not fit my size 6 feet so I am returning.Could not exchange for a different size.","Reviewed in the United Kingdom on 26 August 2020","3.0 out of 5 stars"
"481",481,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","Wallace","I recently purchased the FM London 12-Pack socks, and I must say, I'm thoroughly impressed. Firstly, the packaging was excellent, ensuring that my socks arrived in pristine condition.Upon trying them on, I was pleasantly surprised by how comfortable they are. The material is soft yet durable, providing a cozy fit that lasts throughout the day.One of the standout features for me is the variety of colors in the pack. It's a nice touch that allows me to add a pop of color to my outfits while still keeping things coordinated.Overall, I highly recommend the FM London 12-Pack socks. They're not only packed well and comfy but also offer a range of good colors to suit any style.","Reviewed in the United Kingdom on 10 February 2024","4.5 out of 5 stars"
"482",482,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","D","Soft, true to size, have lasted for over a year for me and my partner. No thinning of material or holes as of yet.","Reviewed in the United Kingdom on 25 December 2023","5.0 out of 5 stars"
"483",483,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","Wallace","These are comfortable socks, good for the price, hold their elasticity and shape even after washing several times.However, these are basic socks, which is reflected in the price. If you're walking a good deal, then expect them to go thin on the heel after several months. They also have a tendency to shed black specks which is a pain if you have carpet because your vacuum will struggle to pick them up when they quickly get tangled in the carpet threads.All in all, they're a decent sock though. A good bulk buy when you just need plenty of black cotton socks in the drawer for every day use. The toe and heel colours are useful to match them up after washing, and if one wears through it's no problem using pairs made of different colours...unless you're wearing them with sandals. And if THAT'S the case, your cred has already been shot and you might as well show you're wearing odd colours anyway. Enjoy.","Reviewed in the United Kingdom on 10 February 2024","3.0 out of 5 stars"
"484",484,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","Wallace","Great quality socks, well priced and arrived quickly, I use black socks everyday and these are wearing very well.","Reviewed in the United Kingdom on 17 January 2024","5.0 out of 5 stars"
"485",485,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","Leah","I wanted something a little different to the usual black socks for everyday use. Let's face it, most socks will wear through at some point, some faster than others, so socks aren't exactly a long term purchase. Time will tell with these obviously but I love the stripey design and they fit my size 11 feet perfectly. They are soft and not tight so are a very comfortable fit for me, which isn't always the case with socks. The number of pairs (12) you receive is ridiculous for the price and if they are no worse wearing than any other sock I've had they will be an absolute bargain. They are not thick socks by any means and they are longer than your average black smart / work socks but so far am loving these. If they fall apart in 6 months then not so good, but so far there are none of the tell tale clicking sounds you get when socks are already straining at the seems.","Reviewed in the United Kingdom on 6 December 2023","5.0 out of 5 stars"
"486",486,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","South-to-North","Like I guess quite a few people in the UK I’ve just used M&S by default for socks and boxers.. for years.. but I just couldn’t believe the price I was charged this September for a pack of 3 boxers and some socks.. so looked for an alternative. While these are not the softest socks, they seem to fit me well (size 10 feet) and so far have been very comfortable to wear. I prefer thin rather than thick socks.. if I was walking distances in boots etc I might buy specific walking socks.. but for everyday so far so good.. pleased with the quality and the price","Reviewed in the United Kingdom on 2 March 2024","5.0 out of 5 stars"
"487",487,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","keith howard","Nice cheap socks which are good value but be aware that they are not very durable. I walk a lot in my job and after just 1 wash and 2 times wearing one pair already has holes at the heel.","Reviewed in the United Kingdom on 19 November 2023","4.0 out of 5 stars"
"488",488,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","The Kurgan","I've had these socks for years and they're mostly still in good condition, with a few exceptions, so I can confirm they are very durable! They're comfortable, soft and have a simple but good look to them. I like the feel of them, they are suitably warm and they go well with lots of different pairs of shoes. These are good value for money. Recommended.","Reviewed in the United Kingdom on 1 November 2023","5.0 out of 5 stars"
"489",489,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","Trefor","Well at under £11 for 12 pairs these certainly seem value for money. I am a size 10 and they fit fine are not tight and have plenty of stretch left in them - though that they fit me so well does have me wondering if they wouldn't be  little loose on a size 6?My only concern is that they do seem a little thin which on the one hand is probably great if you want summer socks that are not too hot - but on the other hand does make me wonder just how hard wearing they will be, which I guess only time will tell.","Reviewed in the United Kingdom on 25 December 2023","5.0 out of 5 stars"
"490",490,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","D","Very comfortable to wear","Reviewed in the United Kingdom on 3 December 2023","5.0 out of 5 stars"
"491",491,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","Wallace","I recently purchased the FM London 12-Pack socks, and I must say, I'm thoroughly impressed. Firstly, the packaging was excellent, ensuring that my socks arrived in pristine condition.Upon trying them on, I was pleasantly surprised by how comfortable they are. The material is soft yet durable, providing a cozy fit that lasts throughout the day.One of the standout features for me is the variety of colors in the pack. It's a nice touch that allows me to add a pop of color to my outfits while still keeping things coordinated.Overall, I highly recommend the FM London 12-Pack socks. They're not only packed well and comfy but also offer a range of good colors to suit any style.","Reviewed in the United Kingdom on 10 February 2024","4.5 out of 5 stars"
"492",492,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","D","Soft, true to size, have lasted for over a year for me and my partner. No thinning of material or holes as of yet.","Reviewed in the United Kingdom on 25 December 2023","5.0 out of 5 stars"
"493",493,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","Wallace","These are comfortable socks, good for the price, hold their elasticity and shape even after washing several times.However, these are basic socks, which is reflected in the price. If you're walking a good deal, then expect them to go thin on the heel after several months. They also have a tendency to shed black specks which is a pain if you have carpet because your vacuum will struggle to pick them up when they quickly get tangled in the carpet threads.All in all, they're a decent sock though. A good bulk buy when you just need plenty of black cotton socks in the drawer for every day use. The toe and heel colours are useful to match them up after washing, and if one wears through it's no problem using pairs made of different colours...unless you're wearing them with sandals. And if THAT'S the case, your cred has already been shot and you might as well show you're wearing odd colours anyway. Enjoy.","Reviewed in the United Kingdom on 10 February 2024","3.0 out of 5 stars"
"494",494,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","Wallace","Great quality socks, well priced and arrived quickly, I use black socks everyday and these are wearing very well.","Reviewed in the United Kingdom on 17 January 2024","5.0 out of 5 stars"
"495",495,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","Leah","I wanted something a little different to the usual black socks for everyday use. Let's face it, most socks will wear through at some point, some faster than others, so socks aren't exactly a long term purchase. Time will tell with these obviously but I love the stripey design and they fit my size 11 feet perfectly. They are soft and not tight so are a very comfortable fit for me, which isn't always the case with socks. The number of pairs (12) you receive is ridiculous for the price and if they are no worse wearing than any other sock I've had they will be an absolute bargain. They are not thick socks by any means and they are longer than your average black smart / work socks but so far am loving these. If they fall apart in 6 months then not so good, but so far there are none of the tell tale clicking sounds you get when socks are already straining at the seems.","Reviewed in the United Kingdom on 6 December 2023","5.0 out of 5 stars"
"496",496,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","South-to-North","Like I guess quite a few people in the UK I’ve just used M&S by default for socks and boxers.. for years.. but I just couldn’t believe the price I was charged this September for a pack of 3 boxers and some socks.. so looked for an alternative. While these are not the softest socks, they seem to fit me well (size 10 feet) and so far have been very comfortable to wear. I prefer thin rather than thick socks.. if I was walking distances in boots etc I might buy specific walking socks.. but for everyday so far so good.. pleased with the quality and the price","Reviewed in the United Kingdom on 2 March 2024","5.0 out of 5 stars"
"497",497,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","keith howard","Nice cheap socks which are good value but be aware that they are not very durable. I walk a lot in my job and after just 1 wash and 2 times wearing one pair already has holes at the heel.","Reviewed in the United Kingdom on 19 November 2023","4.0 out of 5 stars"
"498",498,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","The Kurgan","I've had these socks for years and they're mostly still in good condition, with a few exceptions, so I can confirm they are very durable! They're comfortable, soft and have a simple but good look to them. I like the feel of them, they are suitably warm and they go well with lots of different pairs of shoes. These are good value for money. Recommended.","Reviewed in the United Kingdom on 1 November 2023","5.0 out of 5 stars"
"499",499,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","Trefor","Well at under £11 for 12 pairs these certainly seem value for money. I am a size 10 and they fit fine are not tight and have plenty of stretch left in them - though that they fit me so well does have me wondering if they wouldn't be  little loose on a size 6?My only concern is that they do seem a little thin which on the one hand is probably great if you want summer socks that are not too hot - but on the other hand does make me wonder just how hard wearing they will be, which I guess only time will tell.","Reviewed in the United Kingdom on 25 December 2023","5.0 out of 5 stars"
"500",500,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","D","Very comfortable to wear","Reviewed in the United Kingdom on 3 December 2023","5.0 out of 5 stars"
"501",501,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","Wallace","I recently purchased the FM London 12-Pack socks, and I must say, I'm thoroughly impressed. Firstly, the packaging was excellent, ensuring that my socks arrived in pristine condition.Upon trying them on, I was pleasantly surprised by how comfortable they are. The material is soft yet durable, providing a cozy fit that lasts throughout the day.One of the standout features for me is the variety of colors in the pack. It's a nice touch that allows me to add a pop of color to my outfits while still keeping things coordinated.Overall, I highly recommend the FM London 12-Pack socks. They're not only packed well and comfy but also offer a range of good colors to suit any style.","Reviewed in the United Kingdom on 10 February 2024","4.5 out of 5 stars"
"502",502,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","D","Soft, true to size, have lasted for over a year for me and my partner. No thinning of material or holes as of yet.","Reviewed in the United Kingdom on 25 December 2023","5.0 out of 5 stars"
"503",503,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","Wallace","These are comfortable socks, good for the price, hold their elasticity and shape even after washing several times.However, these are basic socks, which is reflected in the price. If you're walking a good deal, then expect them to go thin on the heel after several months. They also have a tendency to shed black specks which is a pain if you have carpet because your vacuum will struggle to pick them up when they quickly get tangled in the carpet threads.All in all, they're a decent sock though. A good bulk buy when you just need plenty of black cotton socks in the drawer for every day use. The toe and heel colours are useful to match them up after washing, and if one wears through it's no problem using pairs made of different colours...unless you're wearing them with sandals. And if THAT'S the case, your cred has already been shot and you might as well show you're wearing odd colours anyway. Enjoy.","Reviewed in the United Kingdom on 10 February 2024","3.0 out of 5 stars"
"504",504,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","Wallace","Great quality socks, well priced and arrived quickly, I use black socks everyday and these are wearing very well.","Reviewed in the United Kingdom on 17 January 2024","5.0 out of 5 stars"
"505",505,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","Leah","I wanted something a little different to the usual black socks for everyday use. Let's face it, most socks will wear through at some point, some faster than others, so socks aren't exactly a long term purchase. Time will tell with these obviously but I love the stripey design and they fit my size 11 feet perfectly. They are soft and not tight so are a very comfortable fit for me, which isn't always the case with socks. The number of pairs (12) you receive is ridiculous for the price and if they are no worse wearing than any other sock I've had they will be an absolute bargain. They are not thick socks by any means and they are longer than your average black smart / work socks but so far am loving these. If they fall apart in 6 months then not so good, but so far there are none of the tell tale clicking sounds you get when socks are already straining at the seems.","Reviewed in the United Kingdom on 6 December 2023","5.0 out of 5 stars"
"506",506,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","South-to-North","Like I guess quite a few people in the UK I’ve just used M&S by default for socks and boxers.. for years.. but I just couldn’t believe the price I was charged this September for a pack of 3 boxers and some socks.. so looked for an alternative. While these are not the softest socks, they seem to fit me well (size 10 feet) and so far have been very comfortable to wear. I prefer thin rather than thick socks.. if I was walking distances in boots etc I might buy specific walking socks.. but for everyday so far so good.. pleased with the quality and the price","Reviewed in the United Kingdom on 2 March 2024","5.0 out of 5 stars"
"507",507,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","keith howard","Nice cheap socks which are good value but be aware that they are not very durable. I walk a lot in my job and after just 1 wash and 2 times wearing one pair already has holes at the heel.","Reviewed in the United Kingdom on 19 November 2023","4.0 out of 5 stars"
"508",508,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","The Kurgan","I've had these socks for years and they're mostly still in good condition, with a few exceptions, so I can confirm they are very durable! They're comfortable, soft and have a simple but good look to them. I like the feel of them, they are suitably warm and they go well with lots of different pairs of shoes. These are good value for money. Recommended.","Reviewed in the United Kingdom on 1 November 2023","5.0 out of 5 stars"
"509",509,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","Trefor","Well at under £11 for 12 pairs these certainly seem value for money. I am a size 10 and they fit fine are not tight and have plenty of stretch left in them - though that they fit me so well does have me wondering if they wouldn't be  little loose on a size 6?My only concern is that they do seem a little thin which on the one hand is probably great if you want summer socks that are not too hot - but on the other hand does make me wonder just how hard wearing they will be, which I guess only time will tell.","Reviewed in the United Kingdom on 25 December 2023","5.0 out of 5 stars"
"510",510,"Socks","FM London Men's (12-Pack) Smart Breathable Socks, Black/Colour Heel & Toe, 6-11 UK (Pack of 12)","D","Very comfortable to wear","Reviewed in the United Kingdom on 3 December 2023","5.0 out of 5 stars"
"511",511,"Socks","Champion Unisex Core 6pp Crew Ankle Socks, White, 6 8 UK","Svetoslav Goryanov","They are comfy, and good quality 👍🏻Will see how long they last…","Reviewed in the United Kingdom on 17 January 2024","4.7 out of 5 stars"
"512",512,"Socks","Champion Unisex Core 6pp Crew Ankle Socks, White, 6 8 UK","Amazon Customer","Lovely quality socks.  My grandson loves them. Great price","Reviewed in the United Kingdom on 15 July 2021","5.0 out of 5 stars"
"513",513,"Socks","Champion Unisex Core 6pp Crew Ankle Socks, White, 6 8 UK","Svetoslav Goryanov","Extremely comfortable.","Reviewed in the United Kingdom on 17 January 2024","3.0 out of 5 stars"
"514",514,"Socks","Champion Unisex Core 6pp Crew Ankle Socks, White, 6 8 UK","Kath M.B.","They're decent quality and comfortable, but id say the Nike Everyday socks are better in those rescpects. The Nike Everyday have a bit more cushion too.","Reviewed in the United Kingdom on 3 August 2023","5.0 out of 5 stars"
"515",515,"Socks","Champion Unisex Core 6pp Crew Ankle Socks, White, 6 8 UK","Samah Elsir","I am a slim footed size UK 8 so I risked the 6-8 set and they fit absolutely perfectly. They stay up well, also, as their elasticity is much better than I expected.","Reviewed in the United Kingdom on 24 January 2024","5.0 out of 5 stars"
"516",516,"Socks","Champion Unisex Core 6pp Crew Ankle Socks, White, 6 8 UK","Karl.","Great, value for money.","Reviewed in the United Kingdom on 19 March 2023","5.0 out of 5 stars"
"517",517,"Socks","Champion Unisex Core 6pp Crew Ankle Socks, White, 6 8 UK","Carl Nielsen","I keep ordering online them because they arrive and are the real deal. I don't mean fancy, just what they were described as.","Reviewed in the United Kingdom on 3 October 2023","4.0 out of 5 stars"
"518",518,"Socks","Champion Unisex Core 6pp Crew Ankle Socks, White, 6 8 UK","Norma Bolan","Top drawer socks!","Reviewed in the United Kingdom on 14 February 2024","5.0 out of 5 stars"
"519",519,"Socks","Champion Unisex Core 6pp Crew Ankle Socks, White, 6 8 UK","Oberon Houston","Good value for money","Reviewed in the United Kingdom on 28 December 2023","5.0 out of 5 stars"
"520",520,"Socks","Champion Unisex Core 6pp Crew Ankle Socks, White, 6 8 UK","Zenith","Just the job they fit on the feet n soak up the gym sweat - good value in my humble opinion! I should have gone for all white but I’ll do that next time - they wash well too! Get the sweat back out 😂 xEx update I bought more and I’m very happy wash well xEx","Reviewed in the United Kingdom on 31 December 2023","5.0 out of 5 stars"
"521",521,"Socks","Champion Unisex Core 6pp Crew Ankle Socks, White, 6 8 UK","Svetoslav Goryanov","They are comfy, and good quality 👍🏻Will see how long they last…","Reviewed in the United Kingdom on 17 January 2024","4.7 out of 5 stars"
"522",522,"Socks","Champion Unisex Core 6pp Crew Ankle Socks, White, 6 8 UK","Amazon Customer","Lovely quality socks.  My grandson loves them. Great price","Reviewed in the United Kingdom on 15 July 2021","5.0 out of 5 stars"
"523",523,"Socks","Champion Unisex Core 6pp Crew Ankle Socks, White, 6 8 UK","Svetoslav Goryanov","Extremely comfortable.","Reviewed in the United Kingdom on 17 January 2024","3.0 out of 5 stars"
"524",524,"Socks","Champion Unisex Core 6pp Crew Ankle Socks, White, 6 8 UK","Kath M.B.","They're decent quality and comfortable, but id say the Nike Everyday socks are better in those rescpects. The Nike Everyday have a bit more cushion too.","Reviewed in the United Kingdom on 3 August 2023","5.0 out of 5 stars"
"525",525,"Socks","Champion Unisex Core 6pp Crew Ankle Socks, White, 6 8 UK","Samah Elsir","I am a slim footed size UK 8 so I risked the 6-8 set and they fit absolutely perfectly. They stay up well, also, as their elasticity is much better than I expected.","Reviewed in the United Kingdom on 24 January 2024","5.0 out of 5 stars"
"526",526,"Socks","Champion Unisex Core 6pp Crew Ankle Socks, White, 6 8 UK","Karl.","Great, value for money.","Reviewed in the United Kingdom on 19 March 2023","5.0 out of 5 stars"
"527",527,"Socks","Champion Unisex Core 6pp Crew Ankle Socks, White, 6 8 UK","Carl Nielsen","I keep ordering online them because they arrive and are the real deal. I don't mean fancy, just what they were described as.","Reviewed in the United Kingdom on 3 October 2023","4.0 out of 5 stars"
"528",528,"Socks","Champion Unisex Core 6pp Crew Ankle Socks, White, 6 8 UK","Norma Bolan","Top drawer socks!","Reviewed in the United Kingdom on 14 February 2024","5.0 out of 5 stars"
"529",529,"Socks","Champion Unisex Core 6pp Crew Ankle Socks, White, 6 8 UK","Oberon Houston","Good value for money","Reviewed in the United Kingdom on 28 December 2023","5.0 out of 5 stars"
